地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,下り・小型交通量,下り・大型交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,道路種別,時間コード,lat,lng,lng2,lat2,上り・車種判別不能交通量,下り・車種判別不能交通量
89,,9811540,1,20250522,1510,24,6,39,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.15753403123839,130.478771,,,0,0
89,,9811550,1,20250522,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.22942603134362,130.505954,,,0,0
89,,9811560,1,20250522,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.23505203135184,130.507151,,,0,0
89,,9811570,1,20250522,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.24799503137074,130.509483,,,0,0
89,,9811580,1,20250522,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.25651503138319,130.509461,,,0,0
89,,9811590,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.31995703147561,130.594037,,,,
89,,9811600,1,20250522,1510,28,4,18,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.345255031512394,130.730893,,,0,0
89,,9811610,1,20250522,1510,1,1,21,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.3437500315102,130.752694,,,0,0
89,,9811620,1,20250522,1510,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.33338803149515,130.801953,,,0,0
89,,9811630,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.33357603149542,130.817928,,,,
89,,9811640,1,20250522,1510,23,7,36,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.33658103149978,130.839667,,,0,0
89,,9811650,1,20250522,1510,0,0,16,5,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.331960031493075,130.852326,,,0,0
89,,9811660,1,20250522,1510,9,2,12,6,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.307732031457824,130.915379,,,0,0
89,,9811670,1,20250522,1510,29,8,33,14,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.29883403144486,130.938844,,,0,0
89,,9811680,1,20250522,1510,16,2,12,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.29818903144393,130.952388,,,0,0
89,,9811690,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.29921203144541,130.96937,,,,
89,,9811700,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,33.261645031390664,131.01058,,,,
89,,9811710,1,20250522,1510,19,8,18,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.28000003141744,131.128611,,,0,0
89,,9811720,1,20250522,1510,13,2,23,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.237877031355964,131.175263,,,0,0
89,,9811730,1,20250522,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.2405000313598,131.224187,,,0,0
89,,9811740,1,20250522,1510,11,0,11,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.25496403138093,131.328533,,,0,0
89,,9811750,1,20250522,1510,15,2,21,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.23715803135492,131.323213,,,0,0
89,,9811760,1,20250522,1510,20,6,36,6,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.18331803127619,131.452171,,,0,0
89,,9811770,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.760789029127036,131.4707,,,,
89,,9811780,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.559046028812634,131.38327000000004,,,,
89,,9811790,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.547715028794922,131.378628,,,,
89,,9811810,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.45214102864519,131.212192,,,,
89,,9811820,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.46555602866623,131.154444,,,,
89,,9811830,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.447659028638157,131.051761,,,,
89,,9811840,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.388108028544615,130.811533,,,,
89,,9811850,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.41813502859181,130.764377,,,,
89,,9811860,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.542976028787507,130.706877,,,,
89,,9811870,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.557778028810663,130.718333,,,,
89,,9811880,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.647658028950993,130.819552,,,,
89,,9811890,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.413693028584817,130.760963,,,,
89,,9811900,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.27982902837409,130.291795,,,,
89,,9811910,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.2913800283923,130.293564,,,,
89,,9811920,1,20250522,1510,9,1,14,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.327343028448986,130.334728,,,0,0
89,,9811930,1,20250522,1510,36,5,22,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.494637028711818,130.506308,,,0,0
89,,9811940,1,20250522,1510,63,4,55,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.527877028763886,130.521631,,,0,0
89,,9811950,1,20250522,1510,37,4,30,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.289730028389716,130.60717200000002,,,0,0
89,,9811960,1,20250522,1510,22,1,11,0,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.323917028443603,130.564308,,,0,0
89,,9811970,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,31.466390028667544,130.513245,,,,
89,,9811980,1,20250522,1510,15,3,19,4,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.34976603151893,129.764492,,,0,0
89,,9812010,1,20250522,1510,77,11,95,21,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.13956403121204,129.784069,,,0,0
89,,9812020,1,20250522,1510,20,2,22,10,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.28640603142677,130.150153,,,0,0
89,,9812030,1,20250522,1510,28,11,33,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.0852950311323,131.637799,,,0,0
89,,9812040,1,20250522,1510,2,2,29,6,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.56861103036308,131.553056,,,0,0
89,,9812050,1,20250522,1510,92,15,118,17,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.55027803180869,130.478333,,,0,0
89,,9812060,1,20250522,1510,,,,,1,0,0,0,0,0,0,0,0,0,3,202505221510,32.92625003089743,131.00539,,,,
89,,9812070,1,20250522,1510,36,5,48,8,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.90000003085849,130.933611,,,0,0
89,,9812080,1,20250522,1510,42,8,40,3,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.27595303141153,130.319462,,,0,0
89,,9812090,1,20250522,1510,,,,,1,,,,,,,,,,3,202505221510,33.59653803187511,130.611685,,,,
89,,9812100,1,20250522,1510,40,14,55,7,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.05235003108379,130.430417,,,0,0
89,,9812110,1,20250522,1510,99,7,96,12,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.15888903124039,129.761111,,,0,0
89,,9812120,1,20250522,1510,51,8,64,7,0,0,0,0,0,0,0,0,0,0,3,202505221510,31.737096029090242,130.677414,,,0,0
89,,9812130,1,20250522,1510,39,8,41,1,0,0,0,0,0,0,0,0,0,0,3,202505221510,33.32114903147733,130.391671,,,0,0
89,,9812140,1,20250522,1510,4,0,5,2,0,0,0,0,0,0,0,0,0,0,3,202505221510,32.733917030611096,130.31245,,,0,0
